MSE;accuracy;scores_pr_4;scores_pr_5;scores_pr_1;scores_pr_2;scores_pr_3;scores_rec_3;scores_rec_2;scores_rec_1;scores_rec_5;scores_rec_4;scores_f_1;scores_f_3;scores_f_2;scores_f_5;scores_f_4;scores;model;hits;hits-last;MAE-last;MAE;MSE-last;ratedTurns;k;models;modelParams;validationMethod;quantizationLevel
1.97156958502;0.25358649789;0.290858725762;0.0;0.0662525879917;0.0810810810811;0.334824757644;0.539015606242;0.0461538461538;0.19512195122;0.0;0.120689655172;0.0989180834621;0.413063477461;0.0588235294118;0.0;0.17059301381;[[0.066252587991718431, 0.081081081081081086, 0.33482475764354958, 0.29085872576177285, 0.0], [0.1951219512195122, 0.046153846153846156, 0.539015606242497, 0.1206896551724138, 0.0], [0.098918083462132905, 0.058823529411764705, 0.41306347746090155, 0.17059301380991063, 0.0], [164, 325, 833, 870, 178]];hmm_multi;0.25358649789;0.166666666667;1.48765432099;1.07059332583;3.33950617284;../data/complete_april_2014.csv;3;{'hmm_multi': {}};['pc-2-1', 'pc-2-2'];lolo;parameters
1.61400654966;0.294514767932;0.302486187845;0.0;0.03125;0.139759036145;0.359040274207;0.50300120048;0.178461538462;0.0121951219512;0.0;0.251724137931;0.0175438596491;0.419;0.156756756757;0.0;0.2747804266;[[0.03125, 0.13975903614457832, 0.35904027420736934, 0.30248618784530384, 0.0], [0.012195121951219513, 0.17846153846153845, 0.50300120048019203, 0.25172413793103449, 0.0], [0.01754385964912281, 0.15675675675675677, 0.41900000000000004, 0.27478042659974905, 0.0], [164, 325, 833, 870, 178]];hmm_multi;0.294514767932;0.29012345679;1.14197530864;0.954918752528;2.24074074074;../data/complete_april_2014.csv;3;{'hmm_multi': {}};['pc-3-1', 'pc-3-2', 'pc-3-3'];lolo;parameters
2.23543857447;0.218143459916;0.451104100946;0.0;0.180288461538;0.0993537964459;0.441102756892;0.211284513806;0.378461538462;0.457317073171;0.0;0.164367816092;0.258620689655;0.285714285714;0.157389635317;0.0;0.240943555181;[[0.18028846153846154, 0.099353796445880452, 0.44110275689223055, 0.45110410094637227, 0.0], [0.45731707317073172, 0.37846153846153846, 0.21128451380552221, 0.16436781609195403, 0.0], [0.25862068965517243, 0.15738963531669867, 0.28571428571428575, 0.24094355518112889, 0.0], [164, 325, 833, 870, 178]];hmm_multi;0.218143459916;0.240740740741;1.35185185185;1.19438530685;2.82098765432;../data/complete_april_2014.csv;3;{'hmm_multi': {}};['pc-4-1', 'pc-4-2', 'pc-4-3', 'pc-4-4'];lolo;parameters
